cod,sigla,valor,periodo,ano
5200258,Águas Lindas de Goiás,57,2006-01-15,2006
5200209,Água Limpa,0,2006-01-15,2006
5200175,Água Fria de Goiás,1,2006-01-15,2006
5200159,Adelândia,0,2006-01-15,2006
5200134,Acreúna,2,2006-01-15,2006
5200100,Abadiânia,0,2006-01-15,2006
5200050,Abadia de Goiás,1,2006-01-15,2006
5222302,Vila Propício,1,2006-01-15,2006
5222203,Vila Boa,0,2006-01-15,2006
5222054,Vicentinópolis,0,2006-01-15,2006
5222005,Vianópolis,1,2006-01-15,2006
5221908,Varjão,1,2006-01-15,2006
5221858,Valparaíso de Goiás,61,2006-01-15,2006
5221809,Urutaí,0,2006-01-15,2006
5221700,Uruana,0,2006-01-15,2006
5221601,Uruaçu,3,2006-01-15,2006
5221577,Uirapuru,1,2006-01-15,2006
5221551,Turvelândia,1,2006-01-15,2006
5221502,Turvânia,0,2006-01-15,2006
5221452,Trombas,0,2006-01-15,2006
5221403,Trindade,39,2006-01-15,2006
5221304,Três Ranchos,0,2006-01-15,2006
5221197,Terezópolis de Goiás,0,2006-01-15,2006
5221080,Teresina de Goiás,0,2006-01-15,2006
5221007,Taquaral de Goiás,0,2006-01-15,2006
5220702,Sítio d'Abadia,2,2006-01-15,2006
5220686,Simolândia,0,2006-01-15,2006
5220603,Silvânia,2,2006-01-15,2006
5205455,Cezarina,0,2007-01-15,2007
5221080,Teresina de Goiás,2,2007-01-15,2007
5205471,Chapadão do Céu,0,2007-01-15,2007
5218805,Rio Verde,28,2007-01-15,2007
5220504,Serranópolis,2,2007-01-15,2007
5205497,Cidade Ocidental,27,2007-01-15,2007
5218789,Rio Quente,0,2007-01-15,2007
5221452,Trombas,2,2007-01-15,2007
5205513,Cocalzinho de Goiás,1,2007-01-15,2007
5218706,Rianápolis,0,2007-01-15,2007
5205521,Colinas do Sul,2,2007-01-15,2007
5218607,Rialma,2,2007-01-15,2007
5205703,Córrego do Ouro,0,2007-01-15,2007
5218508,Quirinópolis,7,2007-01-15,2007
5205802,Corumbá de Goiás,2,2007-01-15,2007
5218391,Professor Jamil,0,2007-01-15,2007
5205901,Corumbaíba,2,2007-01-15,2007
5218300,Posse,2,2007-01-15,2007
5206206,Cristalina,22,2007-01-15,2007
5218102,Portelândia,1,2007-01-15,2007
5206305,Cristianópolis,0,2007-01-15,2007
5220405,São Simão,1,2007-01-15,2007
5218052,Porteirão,1,2007-01-15,2007
5206404,Crixás,2,2007-01-15,2007
5218003,Porangatu,5,2007-01-15,2007
5206503,Cromínia,0,2007-01-15,2007
5217708,Pontalina,0,2007-01-15,2007
5206602,Cumari,0,2007-01-15,2007
5217609,Planaltina,25,2007-01-15,2007
5206701,Damianópolis,0,2007-01-15,2007
5206800,Damolândia,0,2007-01-15,2007
5217401,Pires do Rio,4,2007-01-15,2007
5217302,Pirenópolis,0,2007-01-15,2007
5217203,Piranhas,2,2007-01-15,2007
5206909,Davinópolis,1,2007-01-15,2007
5207105,Diorama,0,2007-01-15,2007
5217104,Piracanjuba,1,2007-01-15,2007
5216908,Pilar de Goiás,0,2007-01-15,2007
5207253,Doverlândia,2,2007-01-15,2007
5216809,Petrolina de Goiás,2,2007-01-15,2007
5207352,Edealina,0,2007-01-15,2007
5207402,Edéia,1,2007-01-15,2007
5216452,Perolândia,1,2007-01-15,2007
5216403,Paraúna,4,2007-01-15,2007
5207501,Estrela do Norte,0,2007-01-15,2007
5216304,Paranaiguara,1,2007-01-15,2007
5207535,Faina,0,2007-01-15,2007
5220686,Simolândia,0,2007-01-15,2007
5207600,Fazenda Nova,0,2007-01-15,2007
5221577,Uirapuru,0,2007-01-15,2007
5216007,Panamá,0,2007-01-15,2007
5207808,Firminópolis,1,2007-01-15,2007
5215900,Palminópolis,0,2007-01-15,2007
5207907,Flores de Goiás,4,2007-01-15,2007
5215801,Palmelo,1,2007-01-15,2007
5215702,Palmeiras de Goiás,1,2007-01-15,2007
5208004,Formosa,58,2007-01-15,2007
5208103,Formoso,2,2007-01-15,2007
5215652,Palestina de Goiás,1,2007-01-15,2007
5208152,Gameleira de Goiás,1,2007-01-15,2007
5215603,Padre Bernardo,11,2007-01-15,2007
5215504,Ouvidor,0,2007-01-15,2007
5208301,Divinópolis de Goiás,1,2007-01-15,2007
5208400,Goianápolis,2,2007-01-15,2007
5215405,Ouro Verde de Goiás,0,2007-01-15,2007
5215306,Orizona,1,2007-01-15,2007
5208509,Goiandira,0,2007-01-15,2007
5215256,Novo Planalto,0,2007-01-15,2007
5208608,Goianésia,15,2007-01-15,2007
5208707,Goiânia,344,2007-01-15,2007
5215231,Novo Gama,56,2007-01-15,2007
5208806,Goianira,5,2007-01-15,2007
5215207,Novo Brasil,1,2007-01-15,2007
5208905,Goiás,2,2007-01-15,2007
5215009,Nova Veneza,0,2007-01-15,2007
5221197,Terezópolis de Goiás,0,2007-01-15,2007
5209101,Goiatuba,10,2007-01-15,2007
5214903,Nova Roma,1,2007-01-15,2007
5209150,Gouvelândia,0,2007-01-15,2007
5214879,Nova Iguaçu de Goiás,0,2007-01-15,2007
5209200,Guapó,1,2007-01-15,2007
5214861,Nova Glória,1,2007-01-15,2007
5214838,Nova Crixás,6,2007-01-15,2007
5209291,Guaraíta,0,2007-01-15,2007
5209408,Guarani de Goiás,0,2007-01-15,2007
5214705,Nova América,0,2007-01-15,2007
5214606,Niquelândia,7,2007-01-15,2007
5209457,Guarinos,0,2007-01-15,2007
5220702,Sítio d'Abadia,0,2007-01-15,2007
5209606,Heitoraí,0,2007-01-15,2007
5214507,Nerópolis,5,2007-01-15,2007
5209705,Hidrolândia,0,2007-01-15,2007
5214408,Nazário,1,2007-01-15,2007
5209804,Hidrolina,0,2007-01-15,2007
5214101,Mutunópolis,0,2007-01-15,2007
5209903,Iaciara,6,2007-01-15,2007
5214051,Mundo Novo,5,2007-01-15,2007
5209937,Inaciolândia,0,2007-01-15,2007
5214002,Mozarlândia,1,2007-01-15,2007
5209952,Indiara,1,2007-01-15,2007
5221700,Uruana,4,2007-01-15,2007
5213905,Mossâmedes,1,2007-01-15,2007
5210000,Inhumas,17,2007-01-15,2007
5213855,Morro Agudo de Goiás,0,2007-01-15,2007
5210109,Ipameri,6,2007-01-15,2007
5213806,Morrinhos,6,2007-01-15,2007
5210158,Ipiranga de Goiás,0,2007-01-15,2007
5210208,Iporá,9,2007-01-15,2007
5213772,Montividiu do Norte,1,2007-01-15,2007
5210307,Israelândia,0,2007-01-15,2007
5213756,Montividiu,0,2007-01-15,2007
5213707,Montes Claros de Goiás,4,2007-01-15,2007
5210406,Itaberaí,6,2007-01-15,2007
5213509,Monte Alegre de Goiás,0,2007-01-15,2007
5221403,Trindade,28,2007-01-15,2007
5210562,Itaguari,0,2007-01-15,2007
5213400,Moiporá,0,2007-01-15,2007
5210604,Itaguaru,0,2007-01-15,2007
5213103,Mineiros,13,2007-01-15,2007
5210802,Itajá,2,2007-01-15,2007
5213087,Minaçu,1,2007-01-15,2007
5210901,Itapaci,1,2007-01-15,2007
5211008,Itapirapuã,3,2007-01-15,2007
5213053,Mimoso de Goiás,0,2007-01-15,2007
5221304,Três Ranchos,2,2007-01-15,2007
5213004,Maurilândia,2,2007-01-15,2007
5211206,Itapuranga,0,2007-01-15,2007
5212956,Matrinchã,0,2007-01-15,2007
5211305,Itarumã,1,2007-01-15,2007
5212907,Marzagão,0,2007-01-15,2007
5211404,Itauçu,1,2007-01-15,2007
5212808,Mara Rosa,1,2007-01-15,2007
5211503,Itumbiara,16,2007-01-15,2007
5212709,Mambaí,0,2007-01-15,2007
5211602,Ivolândia,3,2007-01-15,2007
5212600,Mairipotaba,0,2007-01-15,2007
5211701,Jandaia,0,2007-01-15,2007
5212501,Luziânia,107,2007-01-15,2007
5211800,Jaraguá,12,2007-01-15,2007
5212303,Leopoldo de Bulhões,0,2007-01-15,2007
5212253,Lagoa Santa,0,2007-01-15,2007
5211909,Jataí,24,2007-01-15,2007
5212006,Jaupaci,2,2007-01-15,2007
5212204,Jussara,5,2007-01-15,2007
5212055,Jesúpolis,0,2007-01-15,2007
5212105,Joviânia,0,2007-01-15,2007
5220280,São Patrício,0,2007-01-15,2007
5200050,Abadia de Goiás,1,2007-01-15,2007
5200100,Abadiânia,0,2007-01-15,2007
5200134,Acreúna,1,2007-01-15,2007
5200159,Adelândia,0,2007-01-15,2007
5200175,Água Fria de Goiás,0,2007-01-15,2007
5200209,Água Limpa,1,2007-01-15,2007
5221858,Valparaíso de Goiás,73,2007-01-15,2007
5200258,Águas Lindas de Goiás,33,2007-01-15,2007
5200308,Alexânia,2,2007-01-15,2007
5200506,Aloândia,0,2007-01-15,2007
5200555,Alto Horizonte,0,2007-01-15,2007
5221551,Turvelândia,0,2007-01-15,2007
5200605,Alto Paraíso de Goiás,3,2007-01-15,2007
5200803,Alvorada do Norte,1,2007-01-15,2007
5200829,Amaralina,2,2007-01-15,2007
5200852,Americano do Brasil,2,2007-01-15,2007
5200902,Amorinópolis,0,2007-01-15,2007
5201108,Anápolis,73,2007-01-15,2007
5221601,Uruaçu,8,2007-01-15,2007
5201306,Anicuns,2,2007-01-15,2007
5201405,Aparecida de Goiânia,171,2007-01-15,2007
5201454,Aparecida do Rio Doce,0,2007-01-15,2007
5201504,Aporé,1,2007-01-15,2007
5201603,Araçu,0,2007-01-15,2007
5201702,Aragarças,5,2007-01-15,2007
5220264,São Miguel do Passa Quatro,0,2007-01-15,2007
5201801,Aragoiânia,0,2007-01-15,2007
5202155,Araguapaz,0,2007-01-15,2007
5202353,Arenópolis,0,2007-01-15,2007
5202502,Aruanã,0,2007-01-15,2007
5220603,Silvânia,0,2007-01-15,2007
5202601,Aurilândia,1,2007-01-15,2007
5202809,Avelinópolis,0,2007-01-15,2007
5221908,Varjão,0,2007-01-15,2007
5203104,Baliza,0,2007-01-15,2007
5203203,Barro Alto,2,2007-01-15,2007
5203302,Bela Vista de Goiás,6,2007-01-15,2007
5222005,Vianópolis,0,2007-01-15,2007
5203401,Bom Jardim de Goiás,3,2007-01-15,2007
5203500,Bom Jesus de Goiás,2,2007-01-15,2007
5221007,Taquaral de Goiás,1,2007-01-15,2007
5203559,Bonfinópolis,0,2007-01-15,2007
5203575,Bonópolis,1,2007-01-15,2007
5220207,São Miguel do Araguaia,7,2007-01-15,2007
5203609,Brazabrantes,0,2007-01-15,2007
5203807,Britânia,1,2007-01-15,2007
5203906,Buriti Alegre,1,2007-01-15,2007
5204003,Cabeceiras,0,2007-01-15,2007
5222054,Vicentinópolis,0,2007-01-15,2007
5204102,Cachoeira Alta,0,2007-01-15,2007
5221502,Turvânia,0,2007-01-15,2007
5220157,São Luíz do Norte,0,2007-01-15,2007
5204201,Cachoeira de Goiás,0,2007-01-15,2007
5220108,São Luís de Montes Belos,5,2007-01-15,2007
5204250,Cachoeira Dourada,0,2007-01-15,2007
5220058,São João da Paraúna,1,2007-01-15,2007
5204300,Caçu,0,2007-01-15,2007
5220009,São João d'Aliança,0,2007-01-15,2007
5204409,Caiapônia,2,2007-01-15,2007
5220454,Senador Canedo,16,2007-01-15,2007
5219902,São Francisco de Goiás,0,2007-01-15,2007
5222203,Vila Boa,1,2007-01-15,2007
5204508,Caldas Novas,11,2007-01-15,2007
5219803,São Domingos,2,2007-01-15,2007
5204557,Caldazinha,0,2007-01-15,2007
5219753,Santo Antônio do Descoberto,26,2007-01-15,2007
5204607,Campestre de Goiás,0,2007-01-15,2007
5219738,Santo Antônio de Goiás,1,2007-01-15,2007
5204656,Campinaçu,0,2007-01-15,2007
5219712,Santo Antônio da Barra,2,2007-01-15,2007
5204706,Campinorte,0,2007-01-15,2007
5204805,Campo Alegre de Goiás,0,2007-01-15,2007
5219704,Santa Terezinha de Goiás,2,2007-01-15,2007
5204854,Campo Limpo de Goiás,1,2007-01-15,2007
5219605,Santa Tereza de Goiás,0,2007-01-15,2007
5204904,Campos Belos,3,2007-01-15,2007
5219506,Santa Rosa de Goiás,0,2007-01-15,2007
5219456,Santa Rita do Novo Destino,0,2007-01-15,2007
5204953,Campos Verdes,4,2007-01-15,2007
5205000,Carmo do Rio Verde,2,2007-01-15,2007
5219407,Santa Rita do Araguaia,0,2007-01-15,2007
5222302,Vila Propício,2,2007-01-15,2007
5205059,Castelândia,0,2007-01-15,2007
5219357,Santa Isabel,1,2007-01-15,2007
5205109,Catalão,9,2007-01-15,2007
5219308,Santa Helena de Goiás,6,2007-01-15,2007
5205208,Caturaí,0,2007-01-15,2007
5221809,Urutaí,1,2007-01-15,2007
5219258,Santa Fé de Goiás,1,2007-01-15,2007
5219209,Santa Cruz de Goiás,0,2007-01-15,2007
5205307,Cavalcante,0,2007-01-15,2007
5219100,Santa Bárbara de Goiás,0,2007-01-15,2007
5205406,Ceres,2,2007-01-15,2007
5219001,Sanclerlândia,2,2007-01-15,2007
5218904,Rubiataba,0,2007-01-15,2007
5221601,Uruaçu,1,2008-01-15,2008
5220603,Silvânia,5,2008-01-15,2008
5221577,Uirapuru,0,2008-01-15,2008
5200050,Abadia de Goiás,0,2008-01-15,2008
5200100,Abadiânia,1,2008-01-15,2008
5200134,Acreúna,0,2008-01-15,2008
5200159,Adelândia,0,2008-01-15,2008
5200175,Água Fria de Goiás,2,2008-01-15,2008
5200209,Água Limpa,0,2008-01-15,2008
5200258,Águas Lindas de Goiás,89,2008-01-15,2008
5220280,São Patrício,0,2008-01-15,2008
5200308,Alexânia,17,2008-01-15,2008
5221551,Turvelândia,1,2008-01-15,2008
5200506,Aloândia,0,2008-01-15,2008
5200555,Alto Horizonte,0,2008-01-15,2008
5200605,Alto Paraíso de Goiás,0,2008-01-15,2008
5200803,Alvorada do Norte,1,2008-01-15,2008
5220504,Serranópolis,4,2008-01-15,2008
5200829,Amaralina,0,2008-01-15,2008
5200852,Americano do Brasil,0,2008-01-15,2008
5200902,Amorinópolis,0,2008-01-15,2008
5201108,Anápolis,80,2008-01-15,2008
5201306,Anicuns,3,2008-01-15,2008
5201405,Aparecida de Goiânia,189,2008-01-15,2008
5201454,Aparecida do Rio Doce,1,2008-01-15,2008
5201504,Aporé,0,2008-01-15,2008
5201603,Araçu,0,2008-01-15,2008
5201702,Aragarças,6,2008-01-15,2008
5201801,Aragoiânia,0,2008-01-15,2008
5202155,Araguapaz,0,2008-01-15,2008
5202353,Arenópolis,1,2008-01-15,2008
5202502,Aruanã,3,2008-01-15,2008
5202601,Aurilândia,0,2008-01-15,2008
5202809,Avelinópolis,0,2008-01-15,2008
5203104,Baliza,1,2008-01-15,2008
5203203,Barro Alto,6,2008-01-15,2008
5203302,Bela Vista de Goiás,7,2008-01-15,2008
5203401,Bom Jardim de Goiás,3,2008-01-15,2008
5203500,Bom Jesus de Goiás,3,2008-01-15,2008
5203559,Bonfinópolis,0,2008-01-15,2008
5203575,Bonópolis,0,2008-01-15,2008
5203609,Brazabrantes,0,2008-01-15,2008
5203807,Britânia,1,2008-01-15,2008
5221502,Turvânia,1,2008-01-15,2008
5203906,Buriti Alegre,1,2008-01-15,2008
5204003,Cabeceiras,1,2008-01-15,2008
5204102,Cachoeira Alta,0,2008-01-15,2008
5204201,Cachoeira de Goiás,0,2008-01-15,2008
5204250,Cachoeira Dourada,1,2008-01-15,2008
5204300,Caçu,0,2008-01-15,2008
5204409,Caiapônia,4,2008-01-15,2008
5204508,Caldas Novas,21,2008-01-15,2008
5204557,Caldazinha,0,2008-01-15,2008
5204607,Campestre de Goiás,1,2008-01-15,2008
5204656,Campinaçu,1,2008-01-15,2008
5204706,Campinorte,1,2008-01-15,2008
5204805,Campo Alegre de Goiás,0,2008-01-15,2008
5204854,Campo Limpo de Goiás,2,2008-01-15,2008
5204904,Campos Belos,6,2008-01-15,2008
5204953,Campos Verdes,1,2008-01-15,2008
5205000,Carmo do Rio Verde,1,2008-01-15,2008
5205059,Castelândia,0,2008-01-15,2008
5205109,Catalão,13,2008-01-15,2008
5205208,Caturaí,0,2008-01-15,2008
5205307,Cavalcante,0,2008-01-15,2008
5205406,Ceres,1,2008-01-15,2008
5205455,Cezarina,2,2008-01-15,2008
5221452,Trombas,1,2008-01-15,2008
5205471,Chapadão do Céu,3,2008-01-15,2008
5205497,Cidade Ocidental,36,2008-01-15,2008
5205513,Cocalzinho de Goiás,6,2008-01-15,2008
5205521,Colinas do Sul,0,2008-01-15,2008
5205703,Córrego do Ouro,0,2008-01-15,2008
5205802,Corumbá de Goiás,2,2008-01-15,2008
5205901,Corumbaíba,3,2008-01-15,2008
5206206,Cristalina,26,2008-01-15,2008
5206305,Cristianópolis,0,2008-01-15,2008
5206404,Crixás,3,2008-01-15,2008
5206503,Cromínia,0,2008-01-15,2008
5206602,Cumari,1,2008-01-15,2008
5206701,Damianópolis,1,2008-01-15,2008
5220686,Simolândia,2,2008-01-15,2008
5206800,Damolândia,0,2008-01-15,2008
5206909,Davinópolis,0,2008-01-15,2008
5220405,São Simão,1,2008-01-15,2008
5207105,Diorama,1,2008-01-15,2008
5207253,Doverlândia,0,2008-01-15,2008
5207352,Edealina,0,2008-01-15,2008
5207402,Edéia,2,2008-01-15,2008
5207501,Estrela do Norte,0,2008-01-15,2008
5207535,Faina,0,2008-01-15,2008
5207600,Fazenda Nova,1,2008-01-15,2008
5207808,Firminópolis,1,2008-01-15,2008
5207907,Flores de Goiás,5,2008-01-15,2008
5208004,Formosa,41,2008-01-15,2008
5208103,Formoso,0,2008-01-15,2008
5208152,Gameleira de Goiás,2,2008-01-15,2008
5208301,Divinópolis de Goiás,1,2008-01-15,2008
5208400,Goianápolis,1,2008-01-15,2008
5208509,Goiandira,0,2008-01-15,2008
5208608,Goianésia,13,2008-01-15,2008
5208707,Goiânia,451,2008-01-15,2008
5208806,Goianira,14,2008-01-15,2008
5208905,Goiás,4,2008-01-15,2008
5209101,Goiatuba,7,2008-01-15,2008
5209150,Gouvelândia,0,2008-01-15,2008
5209200,Guapó,1,2008-01-15,2008
5209291,Guaraíta,0,2008-01-15,2008
5209408,Guarani de Goiás,1,2008-01-15,2008
5209457,Guarinos,0,2008-01-15,2008
5209606,Heitoraí,0,2008-01-15,2008
5209705,Hidrolândia,3,2008-01-15,2008
5209804,Hidrolina,0,2008-01-15,2008
5209903,Iaciara,6,2008-01-15,2008
5209937,Inaciolândia,0,2008-01-15,2008
5209952,Indiara,2,2008-01-15,2008
5210000,Inhumas,16,2008-01-15,2008
5210109,Ipameri,1,2008-01-15,2008
5210158,Ipiranga de Goiás,0,2008-01-15,2008
5210208,Iporá,9,2008-01-15,2008
5221403,Trindade,14,2008-01-15,2008
5210307,Israelândia,0,2008-01-15,2008
5210406,Itaberaí,3,2008-01-15,2008
5210562,Itaguari,0,2008-01-15,2008
5210604,Itaguaru,1,2008-01-15,2008
5210802,Itajá,0,2008-01-15,2008
5210901,Itapaci,1,2008-01-15,2008
5211008,Itapirapuã,2,2008-01-15,2008
5211206,Itapuranga,3,2008-01-15,2008
5211305,Itarumã,1,2008-01-15,2008
5211404,Itauçu,1,2008-01-15,2008
5211503,Itumbiara,21,2008-01-15,2008
5211602,Ivolândia,0,2008-01-15,2008
5211701,Jandaia,0,2008-01-15,2008
5211800,Jaraguá,13,2008-01-15,2008
5211909,Jataí,21,2008-01-15,2008
5212006,Jaupaci,0,2008-01-15,2008
5212055,Jesúpolis,0,2008-01-15,2008
5212105,Joviânia,2,2008-01-15,2008
5212204,Jussara,6,2008-01-15,2008
5212253,Lagoa Santa,0,2008-01-15,2008
5212303,Leopoldo de Bulhões,2,2008-01-15,2008
5212501,Luziânia,110,2008-01-15,2008
5212600,Mairipotaba,0,2008-01-15,2008
5212709,Mambaí,3,2008-01-15,2008
5212808,Mara Rosa,1,2008-01-15,2008
5221304,Três Ranchos,0,2008-01-15,2008
5212907,Marzagão,1,2008-01-15,2008
5212956,Matrinchã,1,2008-01-15,2008
5213004,Maurilândia,3,2008-01-15,2008
5213053,Mimoso de Goiás,0,2008-01-15,2008
5213087,Minaçu,5,2008-01-15,2008
5213103,Mineiros,10,2008-01-15,2008
5213400,Moiporá,0,2008-01-15,2008
5213509,Monte Alegre de Goiás,0,2008-01-15,2008
5213707,Montes Claros de Goiás,0,2008-01-15,2008
5213756,Montividiu,2,2008-01-15,2008
5213772,Montividiu do Norte,0,2008-01-15,2008
5213806,Morrinhos,4,2008-01-15,2008
5213855,Morro Agudo de Goiás,0,2008-01-15,2008
5213905,Mossâmedes,0,2008-01-15,2008
5214002,Mozarlândia,6,2008-01-15,2008
5214051,Mundo Novo,0,2008-01-15,2008
5214101,Mutunópolis,0,2008-01-15,2008
5214408,Nazário,1,2008-01-15,2008
5214507,Nerópolis,4,2008-01-15,2008
5214606,Niquelândia,5,2008-01-15,2008
5214705,Nova América,0,2008-01-15,2008
5214838,Nova Crixás,4,2008-01-15,2008
5214861,Nova Glória,0,2008-01-15,2008
5221197,Terezópolis de Goiás,1,2008-01-15,2008
5214879,Nova Iguaçu de Goiás,0,2008-01-15,2008
5214903,Nova Roma,0,2008-01-15,2008
5215009,Nova Veneza,0,2008-01-15,2008
5215207,Novo Brasil,0,2008-01-15,2008
5215231,Novo Gama,54,2008-01-15,2008
5215256,Novo Planalto,0,2008-01-15,2008
5215306,Orizona,2,2008-01-15,2008
5215405,Ouro Verde de Goiás,1,2008-01-15,2008
5215504,Ouvidor,0,2008-01-15,2008
5215603,Padre Bernardo,7,2008-01-15,2008
5215652,Palestina de Goiás,0,2008-01-15,2008
5215702,Palmeiras de Goiás,3,2008-01-15,2008
5215801,Palmelo,1,2008-01-15,2008
5215900,Palminópolis,0,2008-01-15,2008
5216007,Panamá,0,2008-01-15,2008
5216304,Paranaiguara,1,2008-01-15,2008
5216403,Paraúna,4,2008-01-15,2008
5216452,Perolândia,0,2008-01-15,2008
5216809,Petrolina de Goiás,0,2008-01-15,2008
5216908,Pilar de Goiás,0,2008-01-15,2008
5217104,Piracanjuba,5,2008-01-15,2008
5217203,Piranhas,1,2008-01-15,2008
5217302,Pirenópolis,3,2008-01-15,2008
5217401,Pires do Rio,4,2008-01-15,2008
5217609,Planaltina,57,2008-01-15,2008
5217708,Pontalina,1,2008-01-15,2008
5218003,Porangatu,4,2008-01-15,2008
5218052,Porteirão,1,2008-01-15,2008
5218102,Portelândia,0,2008-01-15,2008
5218300,Posse,7,2008-01-15,2008
5218391,Professor Jamil,0,2008-01-15,2008
5218508,Quirinópolis,5,2008-01-15,2008
5218607,Rialma,4,2008-01-15,2008
5218706,Rianápolis,0,2008-01-15,2008
5221080,Teresina de Goiás,0,2008-01-15,2008
5218789,Rio Quente,1,2008-01-15,2008
5218805,Rio Verde,33,2008-01-15,2008
5218904,Rubiataba,2,2008-01-15,2008
5219001,Sanclerlândia,0,2008-01-15,2008
5219100,Santa Bárbara de Goiás,0,2008-01-15,2008
5219209,Santa Cruz de Goiás,0,2008-01-15,2008
5219258,Santa Fé de Goiás,0,2008-01-15,2008
5219308,Santa Helena de Goiás,7,2008-01-15,2008
5219357,Santa Isabel,0,2008-01-15,2008
5222302,Vila Propício,0,2008-01-15,2008
5219407,Santa Rita do Araguaia,2,2008-01-15,2008
5219456,Santa Rita do Novo Destino,2,2008-01-15,2008
5219506,Santa Rosa de Goiás,0,2008-01-15,2008
5219605,Santa Tereza de Goiás,0,2008-01-15,2008
5219704,Santa Terezinha de Goiás,0,2008-01-15,2008
5219712,Santo Antônio da Barra,0,2008-01-15,2008
5219738,Santo Antônio de Goiás,0,2008-01-15,2008
5219753,Santo Antônio do Descoberto,37,2008-01-15,2008
5222203,Vila Boa,2,2008-01-15,2008
5219803,São Domingos,3,2008-01-15,2008
5219902,São Francisco de Goiás,1,2008-01-15,2008
5220009,São João d'Aliança,5,2008-01-15,2008
5220058,São João da Paraúna,0,2008-01-15,2008
5220108,São Luís de Montes Belos,2,2008-01-15,2008
5220157,São Luíz do Norte,0,2008-01-15,2008
5222054,Vicentinópolis,1,2008-01-15,2008
5220454,Senador Canedo,19,2008-01-15,2008
5221007,Taquaral de Goiás,0,2008-01-15,2008
5220207,São Miguel do Araguaia,7,2008-01-15,2008
5222005,Vianópolis,3,2008-01-15,2008
5221908,Varjão,0,2008-01-15,2008
5221858,Valparaíso de Goiás,63,2008-01-15,2008
5221809,Urutaí,0,2008-01-15,2008
5220702,Sítio d'Abadia,0,2008-01-15,2008
5220264,São Miguel do Passa Quatro,0,2008-01-15,2008
5221700,Uruana,5,2008-01-15,2008
5218904,Rubiataba,0,2009-01-15,2009
5219001,Sanclerlândia,0,2009-01-15,2009
5205406,Ceres,2,2009-01-15,2009
5205307,Cavalcante,2,2009-01-15,2009
5221452,Trombas,1,2009-01-15,2009
5219100,Santa Bárbara de Goiás,0,2009-01-15,2009
5219209,Santa Cruz de Goiás,0,2009-01-15,2009
5205208,Caturaí,0,2009-01-15,2009
5219258,Santa Fé de Goiás,0,2009-01-15,2009
5205109,Catalão,7,2009-01-15,2009
5205059,Castelândia,0,2009-01-15,2009
5219308,Santa Helena de Goiás,11,2009-01-15,2009
5222302,Vila Propício,2,2009-01-15,2009
5219357,Santa Isabel,0,2009-01-15,2009
5205000,Carmo do Rio Verde,1,2009-01-15,2009
5204953,Campos Verdes,1,2009-01-15,2009
5219407,Santa Rita do Araguaia,1,2009-01-15,2009
5219456,Santa Rita do Novo Destino,1,2009-01-15,2009
5204904,Campos Belos,2,2009-01-15,2009
5219506,Santa Rosa de Goiás,1,2009-01-15,2009
5220702,Sítio d'Abadia,0,2009-01-15,2009
5204854,Campo Limpo de Goiás,0,2009-01-15,2009
5219605,Santa Tereza de Goiás,1,2009-01-15,2009
5204805,Campo Alegre de Goiás,0,2009-01-15,2009
5219704,Santa Terezinha de Goiás,2,2009-01-15,2009
5204706,Campinorte,3,2009-01-15,2009
5204656,Campinaçu,0,2009-01-15,2009
5219712,Santo Antônio da Barra,1,2009-01-15,2009
5204607,Campestre de Goiás,1,2009-01-15,2009
5221007,Taquaral de Goiás,1,2009-01-15,2009
5219738,Santo Antônio de Goiás,0,2009-01-15,2009
5219753,Santo Antônio do Descoberto,43,2009-01-15,2009
5204557,Caldazinha,0,2009-01-15,2009
5222203,Vila Boa,2,2009-01-15,2009
5204508,Caldas Novas,20,2009-01-15,2009
5219803,São Domingos,3,2009-01-15,2009
5204409,Caiapônia,1,2009-01-15,2009
5219902,São Francisco de Goiás,0,2009-01-15,2009
5204300,Caçu,3,2009-01-15,2009
5220009,São João d'Aliança,4,2009-01-15,2009
5204250,Cachoeira Dourada,0,2009-01-15,2009
5220058,São João da Paraúna,0,2009-01-15,2009
5220108,São Luís de Montes Belos,8,2009-01-15,2009
5204201,Cachoeira de Goiás,1,2009-01-15,2009
5222054,Vicentinópolis,2,2009-01-15,2009
5204102,Cachoeira Alta,1,2009-01-15,2009
5220157,São Luíz do Norte,0,2009-01-15,2009
5204003,Cabeceiras,1,2009-01-15,2009
5203906,Buriti Alegre,0,2009-01-15,2009
5220504,Serranópolis,4,2009-01-15,2009
5203807,Britânia,0,2009-01-15,2009
5203609,Brazabrantes,0,2009-01-15,2009
5222005,Vianópolis,1,2009-01-15,2009
5221502,Turvânia,0,2009-01-15,2009
5203575,Bonópolis,0,2009-01-15,2009
5203559,Bonfinópolis,1,2009-01-15,2009
5203500,Bom Jesus de Goiás,3,2009-01-15,2009
5220207,São Miguel do Araguaia,7,2009-01-15,2009
5203401,Bom Jardim de Goiás,3,2009-01-15,2009
5203302,Bela Vista de Goiás,4,2009-01-15,2009
5203203,Barro Alto,3,2009-01-15,2009
5220454,Senador Canedo,28,2009-01-15,2009
5203104,Baliza,0,2009-01-15,2009
5221908,Varjão,0,2009-01-15,2009
5202809,Avelinópolis,0,2009-01-15,2009
5202601,Aurilândia,2,2009-01-15,2009
5202502,Aruanã,0,2009-01-15,2009
5202353,Arenópolis,2,2009-01-15,2009
